Second,Average,Min,Max,Median
0,-48.018660235370554,-54.400000000000006,-42.8,-49.19999999999999
1,-48.12851309970018,-54.8,-44.0,-48.39999999999999
2,-48.31294091208826,-54.400000000000006,-45.19999999999999,-48.39999999999999
3,-47.32743944942957,-49.599999999999994,-45.999999999999986,-47.599999999999994
4,-48.104491834387666,-50.0,-45.999999999999986,-48.0
5,-47.504829394727125,-50.8,-45.599999999999994,-47.19999999999999
6,-47.16937730152576,-49.19999999999999,-45.999999999999986,-47.19999999999999
7,-49.00848027147276,-54.0,-47.599999999999994,-48.8
8,-48.352039519412145,-51.2,-46.8,-48.0
9,-46.842658485206236,-47.599999999999994,-46.39999999999999,-46.8
10,-47.87429835751854,-48.8,-47.19999999999999,-48.0
11,-48.325603578362255,-48.8,-47.599999999999994,-48.39999999999999
12,-47.82679711710461,-48.39999999999999,-46.8,-47.599999999999994
13,-47.08523740766808,-47.599999999999994,-46.39999999999999,-47.19999999999999
14,-46.45599811069789,-47.19999999999999,-46.39999999999999,-46.39999999999999
15,-46.24849637083578,-47.19999999999999,-45.599999999999994,-45.999999999999986
16,-45.83145905302474,-46.8,-44.8,-45.999999999999986
17,-45.044410425469124,-45.599999999999994,-44.8,-44.8
18,-44.803747743252025,-45.599999999999994,-44.400000000000006,-44.8
19,-44.44900441096357,-46.39999999999999,-43.6,-44.400000000000006
20,-44.25374571366476,-44.400000000000006,-44.0,-44.400000000000006
21,-43.859512348427145,-44.400000000000006,-43.6,-44.0
22,-43.88831850748132,-44.0,-43.6,-44.0
23,-43.164772448030874,-43.6,-42.8,-43.2
24,-42.80764937398277,-43.2,-42.8,-42.8
25,-42.484893399034085,-42.8,-42.400000000000006,-42.400000000000006
26,-42.22833366888365,-42.400000000000006,-42.0,-42.400000000000006
27,-42.02298866028421,-42.400000000000006,-42.0,-42.0
28,-41.866282611199246,-42.400000000000006,-41.6,-42.0
29,-42.54571700375672,-42.8,-42.400000000000006,-42.400000000000006
30,-42.77920412396068,-42.8,-42.400000000000006,-42.8
31,-42.821068283999224,-43.2,-42.8,-42.8
32,-43.2157802212127,-43.6,-42.400000000000006,-43.2
33,-42.62642934068268,-43.2,-42.400000000000006,-42.8
34,-41.986747049632754,-42.400000000000006,-41.6,-42.0
35,-41.399395471950875,-41.6,-41.19999999999999,-41.6
36,-41.123168734277044,-41.19999999999999,-40.8,-41.19999999999999
37,-41.05043141091838,-41.19999999999999,-40.8,-41.19999999999999
38,-41.19999999999999,-41.19999999999999,-41.19999999999999,-41.19999999999999
39,-41.22287398711599,-41.6,-41.19999999999999,-41.19999999999999
40,-41.7024642820695,-42.0,-41.6,-41.6
41,-42.586480646904576,-43.2,-42.0,-42.400000000000006
42,-43.474961770143985,-44.0,-43.2,-43.6
43,-44.32662959691228,-44.8,-44.0,-44.400000000000006
44,-44.71815571441561,-45.19999999999999,-44.0,-44.8
45,-45.11945316690999,-45.19999999999999,-44.8,-45.19999999999999
46,-44.614334505039,-45.19999999999999,-44.0,-44.8
47,-43.633060236993714,-44.0,-43.2,-43.6
48,-43.28446690974882,-43.6,-43.2,-43.2
49,-43.48627717723416,-43.6,-43.2,-43.6
50,-42.953509171620965,-43.6,-42.400000000000006,-42.8
51,-42.81606985747337,-43.2,-42.400000000000006,-42.8
52,-43.59726700549391,-44.0,-43.2,-43.6
53,-42.60736178396793,-43.2,-42.0,-42.400000000000006
54,-42.43283002609886,-43.2,-41.6,-42.400000000000006
55,-42.771022924270994,-44.400000000000006,-42.0,-42.8
56,-43.503641514162226,-44.8,-42.0,-43.6
57,-44.31768455368973,-45.599999999999994,-42.8,-44.400000000000006
58,-45.09535626522546,-46.8,-43.6,-45.19999999999999
59,-45.53921671605088,-46.8,-44.0,-45.999999999999986
60,-46.00938175797826,-47.19999999999999,-45.599999999999994,-45.999999999999986
61,-46.17426444528406,-46.8,-45.599999999999994,-46.39999999999999
62,-45.54173269927834,-45.599999999999994,-45.19999999999999,-45.599999999999994
63,-45.978354859348364,-46.8,-45.599999999999994,-45.999999999999986
64,-48.67954752771517,-50.39999999999999,-46.8,-49.19999999999999
65,-49.92139255348428,-55.19999999999999,-48.0,-49.19999999999999
66,-54.15212923074597,-56.8,-49.19999999999999,-54.0
67,-55.22475351259814,-58.0,-50.0,-55.999999999999986
68,-53.408669681951366,-54.400000000000006,-48.39999999999999,-53.599999999999994
69,-52.45980176399675,-53.2,-49.599999999999994,-52.39999999999999
70,-51.9402179309428,-53.599999999999994,-49.19999999999999,-52.39999999999999
71,-51.23705697257098,-52.8,-49.19999999999999,-51.2
72,-50.923596303177106,-52.8,-48.8,-50.8
73,-50.13921067588433,-51.2,-48.8,-50.0
74,-49.584085774760105,-50.0,-48.8,-49.599999999999994
75,-50.62189619966173,-50.8,-49.599999999999994,-50.8
76,-50.514493568605104,-51.2,-50.0,-50.39999999999999
77,-50.310091839715234,-51.2,-49.599999999999994,-50.39999999999999
78,-52.03268176320465,-52.8,-50.8,-52.0
79,-51.88363559678618,-52.39999999999999,-50.8,-52.0
80,-52.45749786123738,-54.400000000000006,-51.2,-52.39999999999999
81,-55.79099256455193,-58.39999999999999,-53.2,-56.19539645663692
82,-56.1446458016089,-58.0,-47.599999999999994,-56.39999999999999
83,-57.30122274902236,-58.8,-54.400000000000006,-57.599999999999994
84,-55.53589537980073,-57.19999999999999,-52.8,-55.599999999999994
85,-55.38184998562728,-57.19999999999999,-51.2,-55.599999999999994
86,-52.154520663019746,-53.599999999999994,-50.0,-52.0
87,-50.79848158742119,-51.599999999999994,-50.0,-50.8
88,-49.83393856566501,-50.39999999999999,-48.8,-50.0
89,-48.62130219961361,-49.599999999999994,-47.599999999999994,-48.8
90,-47.66933429338167,-48.0,-47.599999999999994,-47.599999999999994
91,-46.966773799119224,-47.599999999999994,-46.39999999999999,-46.8
92,-46.183738129536735,-46.8,-45.599999999999994,-45.999999999999986
93,-45.94202065991978,-45.999999999999986,-45.599999999999994,-45.999999999999986
94,-46.028283615309356,-46.39999999999999,-45.599999999999994,-45.999999999999986
95,-46.91780419899377,-47.19999999999999,-46.39999999999999,-46.8
96,-47.339793478621104,-47.599999999999994,-47.19999999999999,-47.19999999999999
97,-48.083100507023346,-48.39999999999999,-47.599999999999994,-48.0
98,-48.58229818094267,-48.8,-48.0,-48.39999999999999
99,-48.295173809085064,-48.8,-47.599999999999994,-48.39999999999999
100,-48.213598911353905,-48.8,-47.599999999999994,-48.39999999999999
101,-48.39766358738349,-48.8,-47.599999999999994,-48.39999999999999
102,-48.330706788695146,-49.599999999999994,-47.599999999999994,-48.0
