Timestamp,Average,Min,Max,Median
12:44:37,1.87,2.05,0.97,2.0
12:44:38,1.84,2.04,0.82,2.0
12:44:39,1.84,2.04,0.82,1.99
12:44:40,1.85,2.04,0.82,2.0
12:44:41,1.87,2.04,1.0,2.01
12:44:42,1.85,2.05,0.87,2.0
12:44:43,1.86,2.05,0.87,2.02
12:44:44,1.86,2.05,0.82,1.99
12:44:45,1.85,2.05,0.94,2.01
12:44:46,1.86,2.05,0.89,2.0
12:44:47,1.86,2.05,0.99,2.01
12:44:48,1.86,2.05,0.97,2.01
12:44:49,1.85,2.05,0.92,2.0
12:44:50,1.86,2.05,0.96,2.01
12:44:51,1.87,2.05,0.98,2.03
12:44:52,1.86,2.05,0.82,1.96
12:44:53,1.85,2.04,0.98,2.0
12:44:54,1.87,2.04,0.92,2.01
12:44:55,1.84,2.04,0.83,1.93
12:44:56,1.84,2.04,0.92,1.92
12:44:57,1.84,2.04,0.96,1.93
12:44:58,1.85,2.05,0.85,2.01
12:44:59,1.85,2.05,0.94,2.0
12:45:00,1.87,2.06,0.82,2.02
12:45:01,1.87,2.05,1.0,2.0
12:45:02,1.86,2.05,0.93,2.01
12:45:03,1.86,2.04,0.87,2.02
12:45:04,1.85,2.04,0.91,2.0
12:45:05,1.87,2.04,1.02,2.0
12:45:06,1.87,2.04,1.09,2.0
12:45:07,1.82,2.04,0.82,1.97
