Elapsed Time (s),Value
0.000,1.25
0.001,1.25
0.001,1.25
0.001,1.25
0.001,1.25
0.001,1.25
0.001,1.25
0.002,1.25
0.002,1.25
0.002,1.25
0.002,1.25
0.002,1.25
0.002,1.25
0.002,1.25
0.002,1.25
0.003,1.25
0.003,1.25
0.003,1.25
0.003,1.25
0.003,1.25
0.003,1.25
0.003,1.25
0.003,1.25
0.004,1.25
0.004,1.25
0.004,1.25
0.004,1.25
0.004,1.25
0.004,1.25
0.004,1.25
0.004,1.25
0.005,1.25
0.005,1.25
0.005,1.25
0.005,1.25
0.005,1.25
0.005,1.25
0.005,1.25
0.006,1.25
0.006,1.25
0.006,1.25
0.006,1.25
0.006,1.25
0.006,1.25
0.006,1.25
0.006,1.25
0.007,1.25
0.007,1.25
0.007,1.24
0.007,1.25
0.007,1.24
0.007,1.25
0.007,1.24
0.008,1.25
0.008,1.25
0.008,1.24
0.008,1.24
0.008,1.24
0.008,1.25
0.008,1.24
0.008,1.25
0.009,1.24
0.009,1.24
0.009,1.24
0.009,1.24
0.009,1.24
0.009,1.24
0.009,1.24
0.009,1.24
0.010,1.24
0.010,1.24
0.010,1.24
0.010,1.24
0.010,1.24
0.010,1.24
0.010,1.24
0.011,1.24
0.011,1.24
0.011,1.24
0.011,1.24
0.011,1.24
0.011,1.24
0.011,1.24
0.011,1.24
0.012,1.24
0.012,1.24
0.012,1.24
0.012,1.24
0.012,1.24
0.012,1.24
0.013,1.24
0.013,1.24
0.013,1.24
0.013,1.24
0.013,1.24
0.013,1.24
0.013,1.24
0.014,1.24
0.014,1.24
0.014,1.24
0.014,1.24
0.014,1.24
0.014,1.24
0.015,1.24
0.015,1.24
0.015,1.24
0.015,1.24
0.015,1.24
0.015,1.24
0.015,1.24
0.016,1.24
0.016,1.24
0.016,1.24
0.016,1.24
0.016,1.24
0.016,1.24
0.016,1.24
0.016,1.24
0.017,1.24
0.017,1.24
0.017,1.24
0.017,1.24
0.017,1.24
0.017,1.24
0.017,1.24
0.018,1.24
0.018,1.24
0.018,1.24
0.018,1.24
0.018,1.24
0.018,1.24
0.018,1.24
0.018,1.24
0.019,1.24
0.019,1.24
0.019,1.24
0.019,1.24
0.019,1.24
0.019,1.24
0.019,1.24
0.019,1.24
0.020,1.24
0.020,1.24
0.020,1.24
0.020,1.24
0.020,1.24
0.020,1.24
0.020,1.24
0.020,1.24
0.021,1.24
0.021,1.24
0.021,1.24
0.021,1.24
0.021,1.24
0.021,1.24
0.021,1.24
0.022,1.24
0.022,1.24
0.022,1.24
0.022,1.24
0.022,1.24
0.022,1.24
0.022,1.24
0.023,1.24
0.023,1.24
0.023,1.24
0.023,1.24
0.023,1.24
0.023,1.24
0.023,1.24
0.023,1.24
0.024,1.24
0.024,1.24
0.024,1.24
0.024,1.24
0.024,1.24
0.024,1.24
0.024,1.24
0.024,1.24
0.025,1.24
0.025,1.24
0.025,1.24
0.025,1.24
0.025,1.24
0.025,1.24
0.026,1.24
0.026,1.24
0.026,1.24
0.026,1.24
0.026,1.24
0.026,1.24
0.026,1.24
0.026,1.24
0.027,1.24
0.027,1.24
0.027,1.24
0.027,1.24
0.027,1.24
0.027,1.24
0.027,1.24
0.027,1.24
0.028,1.24
0.028,1.24
0.028,1.24
0.028,1.24
0.028,1.24
0.028,1.24
0.028,1.24
0.028,1.24
0.028,1.24
0.029,1.24
0.029,1.24
0.029,1.24
0.029,1.24
0.029,1.23
0.029,1.23
0.029,1.23
0.029,1.23
0.030,1.23
0.030,1.23
0.030,1.23
0.030,1.23
0.030,1.23
0.030,1.23
0.030,1.23
0.030,1.24
0.031,1.23
0.031,1.24
0.031,1.23
0.031,1.24
0.031,1.24
0.031,1.24
0.031,1.24
0.032,1.24
0.032,1.24
0.032,1.24
0.032,1.24
0.032,1.24
0.032,1.24
0.032,1.24
0.032,1.24
0.033,1.24
0.033,1.24
0.033,1.24
0.033,1.24
0.033,1.24
0.033,1.23
0.033,1.24
0.033,1.24
0.033,1.23
0.034,1.24
0.034,1.24
0.034,1.24
0.034,1.24
0.034,1.24
0.034,1.24
0.034,1.24
0.035,1.24
0.035,1.24
0.035,1.24
0.035,1.24
0.035,1.24
0.035,1.24
0.036,1.24
0.036,1.23
0.036,1.24
0.036,1.23
0.036,1.23
0.036,1.24
0.036,1.23
0.037,1.23
0.037,1.23
0.037,1.23
0.037,1.23
0.037,1.23
0.037,1.23
0.037,1.23
0.038,1.23
0.038,1.23
0.038,1.23
0.038,1.24
0.038,1.24
0.038,1.23
0.039,1.24
0.039,1.24
0.039,1.24
0.039,1.24
0.039,1.24
0.039,1.24
0.039,1.24
0.040,1.24
0.040,1.24
0.040,1.24
0.040,1.24
0.040,1.24
0.040,1.24
0.041,1.24
0.041,1.24
0.041,1.24
0.041,1.24
0.041,1.24
0.041,1.24
0.041,1.24
0.042,1.24
0.042,1.24
0.042,1.24
0.042,1.24
0.042,1.24
0.042,1.24
0.043,1.24
0.043,1.24
0.043,1.25
0.043,1.24
0.043,1.25
0.043,1.25
0.043,1.25
0.044,1.25
0.044,1.25
0.044,1.25
0.044,1.25
0.044,1.25
0.044,1.25
0.044,1.25
0.045,1.25
0.045,1.25
0.045,1.25
0.045,1.25
0.045,1.25
0.045,1.25
0.046,1.25
