Timestamp,Average,Min,Max,Median
14:23:15,2.07,2.08,1.98,2.07
14:23:16,2.06,2.07,2.02,2.06
14:23:17,2.06,2.07,1.93,2.06
14:23:18,2.06,2.07,1.98,2.06
14:23:19,2.06,2.07,2.02,2.06
14:23:20,2.06,2.07,2.01,2.07
14:23:21,2.06,2.07,2.02,2.06
14:23:22,2.06,2.07,1.97,2.06
14:23:23,2.06,2.07,1.99,2.06
14:23:24,2.06,2.07,1.98,2.06
14:23:25,2.06,2.07,1.98,2.06
14:23:26,2.07,2.07,2.03,2.07
14:23:27,2.07,2.07,2.01,2.07
14:23:28,2.07,2.07,1.99,2.07
14:23:29,2.07,2.07,1.96,2.07
14:23:30,2.07,2.07,1.98,2.07
14:23:31,2.07,2.07,2.05,2.07
14:23:32,2.06,2.07,1.99,2.06
14:23:33,2.06,2.07,2.05,2.06
14:23:34,2.06,2.07,1.97,2.06
14:23:35,2.06,2.07,1.96,2.06
14:23:36,2.06,2.07,1.72,2.07
14:23:37,2.07,2.07,2.01,2.07
14:23:38,2.07,2.07,1.98,2.07
14:23:39,2.07,2.07,1.99,2.07
14:23:40,2.07,2.07,2.06,2.07
14:23:41,2.06,2.07,2.01,2.06
14:23:42,2.06,2.07,2.03,2.06
14:23:43,2.06,2.07,1.98,2.06
14:23:44,2.06,2.07,2.01,2.06
14:23:45,2.06,2.07,2.03,2.06
14:23:46,2.07,2.07,1.97,2.07
14:23:47,2.07,2.07,2.0,2.07
14:23:48,2.07,2.07,2.05,2.07
14:23:49,2.07,2.07,2.05,2.07
14:23:50,2.07,2.07,2.01,2.07
14:23:51,2.06,2.07,2.04,2.07
14:23:52,2.06,2.07,1.94,2.06
14:23:53,2.06,2.07,2.03,2.06
14:23:54,2.06,2.07,2.03,2.06
14:23:55,2.06,2.07,1.96,2.06
14:23:56,2.07,2.07,2.0,2.07
14:23:57,2.07,2.07,1.98,2.07
14:23:58,2.07,2.07,2.01,2.07
14:23:59,2.07,2.07,2.06,2.07
14:24:00,2.06,2.07,1.97,2.06
14:24:01,2.06,2.07,2.05,2.06
14:24:02,2.06,2.07,2.03,2.06
14:24:03,2.06,2.07,1.97,2.06
14:24:04,2.06,2.07,2.02,2.06
14:24:05,2.07,2.07,2.03,2.07
14:24:06,2.06,2.07,2.02,2.06
14:24:07,2.06,2.07,2.04,2.06
14:24:08,2.06,2.07,2.0,2.06
14:24:09,2.06,2.07,1.85,2.07
14:24:10,2.06,2.07,1.98,2.07
14:24:11,2.07,2.07,1.98,2.07
14:24:12,2.07,2.07,2.0,2.07
14:24:13,2.07,2.07,2.03,2.07
14:24:14,2.07,2.07,1.95,2.07
14:24:15,2.07,2.07,1.99,2.07
14:24:16,2.06,2.07,2.02,2.07
14:24:17,2.06,2.07,1.98,2.06
14:24:18,2.06,2.07,2.04,2.06
14:24:19,2.06,2.07,2.03,2.06
14:24:20,2.06,2.07,2.05,2.06
14:24:21,2.07,2.07,1.89,2.07
14:24:22,2.06,2.07,1.96,2.07
14:24:23,2.06,2.07,1.98,2.06
14:24:24,2.06,2.07,2.01,2.06
14:24:25,2.06,2.07,2.03,2.06
14:24:26,2.06,2.07,2.04,2.06
14:24:27,2.06,2.07,1.96,2.07
14:24:28,2.07,2.08,2.03,2.07
14:24:29,2.07,2.07,1.97,2.07
14:24:30,2.06,2.07,1.9,2.07
14:24:31,2.07,2.07,2.06,2.06
14:24:32,2.06,2.07,1.96,2.06
14:24:33,2.06,2.07,2.0,2.06
14:24:34,2.06,2.07,1.97,2.06
14:24:35,2.06,2.07,2.0,2.06
14:24:36,2.06,2.07,1.94,2.07
14:24:37,2.07,2.07,1.99,2.07
14:24:38,2.07,2.07,2.05,2.07
14:24:39,2.07,2.07,1.98,2.07
14:24:40,2.07,2.07,1.96,2.07
14:24:41,2.06,2.07,2.02,2.06
14:24:42,2.06,2.07,2.04,2.06
14:24:43,2.06,2.07,2.04,2.06
14:24:44,2.06,2.07,1.95,2.06
14:24:45,2.06,2.07,1.98,2.06
14:24:46,2.06,2.07,1.88,2.07
14:24:47,2.07,2.07,2.01,2.07
14:24:48,2.07,2.07,1.95,2.07
14:24:49,2.07,2.07,1.99,2.07
14:24:50,2.07,2.07,2.04,2.07
14:24:51,2.05,2.07,1.86,2.07
14:24:52,2.04,2.07,1.83,2.07
14:24:53,2.05,2.07,1.84,2.07
14:24:54,2.06,2.07,1.89,2.07
14:24:55,2.06,2.07,1.82,2.07
14:24:56,2.05,2.07,1.79,2.06
14:24:57,2.06,2.07,2.0,2.06
14:24:58,2.06,2.07,2.02,2.06
14:24:59,2.06,2.07,2.01,2.06
14:25:00,2.06,2.07,1.96,2.06
14:25:01,2.06,2.07,1.76,2.07
14:25:02,2.06,2.07,1.97,2.07
14:25:03,2.07,2.07,2.0,2.07
14:25:04,2.07,2.07,1.98,2.07
14:25:05,2.07,2.07,2.05,2.07
14:25:06,2.06,2.07,2.0,2.06
14:25:07,2.06,2.07,1.99,2.06
14:25:08,2.06,2.07,1.98,2.06
14:25:09,2.06,2.07,2.03,2.06
14:25:10,2.06,2.07,2.03,2.06
14:25:11,2.06,2.07,1.93,2.07
14:25:12,2.05,2.07,1.88,2.07
14:25:13,2.06,2.07,1.89,2.07
14:25:14,2.07,2.07,2.0,2.07
14:25:15,2.07,2.07,1.97,2.07
